Neurite,ArborType,BrainRegion,Species,Archive,SeqLen,Region2,Region3,Class1,Class2,Class3,Gender,Protocol,AgeClass,Strain,ExperCond,Order,Layer,CorticalRegion,CorticalLobe
cell-181-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,132,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-182-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,39,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-183-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,69,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-185-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,57,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-186-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,126,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-187-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,75,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-188-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,96,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-189-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,80,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-19-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,55,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-190-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,97,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-191-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,121,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-192-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,25,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-193-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,58,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-194-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,60,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-195-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,47,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-196-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,62,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-197-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,64,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-198-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,90,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-199-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,80,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-2-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,38,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-20-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,54,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-200-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,49,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-201-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,49,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-202-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,102,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-203-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,50,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-204-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,75,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-205-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,88,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-206-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,60,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-207-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,52,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-208-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,54,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-209-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,21,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-210-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,40,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-212-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,90,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-213-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,189,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-214-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,75,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-215-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,107,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-217-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,65,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-218-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,114,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-219-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,64,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-22-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,53,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-220-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,71,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-221-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,72,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-222-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,33,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-223-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,121,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-224-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,56,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-225-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,76,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-226(dis)-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,99,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-227-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,108,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-228-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,108,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-229-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,131,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-230-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,43,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-231-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,46,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-232-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,84,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-233-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,122,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-234-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,163,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-235(dis)-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,71,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-236-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,132,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-237-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,64,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-238-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,124,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-24-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,62,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-25-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,62,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-26-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,88,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-33-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,94,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-34-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,110,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-35-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,61,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-36-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,98,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-37-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,58,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-38-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,96,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-39-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,103,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-40-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,80,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-42-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,84,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-44-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,114,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-46-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,107,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-48-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,74,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-49-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,37,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-52-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,84,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-54-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,92,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-55-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,135,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-56-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,71,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-58-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,50,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-6-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,50,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-60-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,141,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-62-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,128,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-64-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,66,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-69-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,115,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-7-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,32,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-72-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,57,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-73-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,219,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-75-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,104,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-76-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,98,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-77-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,181,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-78-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,84,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-8-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,36,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-80-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,189,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-81-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,197,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-82-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,141,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-83-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,195,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-84-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,376,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-85-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,176,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-86-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,126,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-87-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,190,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-89-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,117,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-9-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,31,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-92-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,135,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-93-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,45,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-94-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,38,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-95-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,66,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-96-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,67,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-97-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,108,Not reported,Not reported,Principal cell,Ganglion cell,Bistratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
cell-99-trace-Dendrite,Dendrite,Retina,Mouse,Chalupa,11,Not reported,Not reported,Principal cell,Ganglion cell,Monostratified,NR,In vitro,Adult,C57BL6 Mouse,Control,Rodent,Not reported,Not reported,Not reported
1-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
10-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
11-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
12-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
13-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
14-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
15-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
16-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,14,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
17-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,26,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
18-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
19-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
2-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,17,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
20-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,18,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
